episode,scal_rew
10,0.49868938192919376
20,0.5455335623636979
30,0.6034906816101134
40,0.6314896692180018
50,0.5334221103124427
60,0.5355619048512116
70,0.5876713015738059
80,0.5113570524939157
90,0.6059143037363222
100,0.5753072740535214
110,0.6108898047604622
120,0.5421538812051241
130,0.6139175692062591
140,0.6002515695183392
150,0.6226632371283605
160,0.6004219798359097
170,0.5900341817429291
180,0.5827770193858964
190,0.6271700391199959
200,0.568690630550731
210,0.5937627523731781
220,0.5636803999347116
230,0.5790853681610119
240,0.6394389690768664
250,0.6090481097994582
260,0.6425804101603368
270,0.5618876897555986
280,0.6080764784464174
290,0.6110829898378616
300,0.5746864954004757
310,0.5774863719935008
320,0.565052885289053
330,0.5701352069995196
340,0.5626764248156697
350,0.5788365467813397
360,0.528989950018997
370,0.5489337222278492
380,0.5519844597002292
390,0.5537068201339815
400,0.5533635964235414
410,0.5506071065758426
420,0.5474137664685612
430,0.523775455288423
440,0.5134746776901269
450,0.5703133488345014
460,0.5972433979918809
470,0.5574042552985854
480,0.5655376639263437
490,0.5526627584364474
500,0.5551772240188005
510,0.5598585403000642
520,0.5653940051344508
530,0.5710463421501784
540,0.5865935409349248
550,0.5422997997977961
560,0.5390218714720714
570,0.5800282417836294
580,0.5859445189554962
590,0.5749571383081564
600,0.5498310659236905
610,0.5953722861673423
620,0.5871476977419181
630,0.6011237915249786
640,0.5177655251954149
650,0.56428433081711
660,0.5600260823976188
670,0.535143715741348
680,0.550650650114295
690,0.5580498224354187
700,0.5666931630795184
710,0.6036115513800905
720,0.5542737870403222
730,0.5748842562351922
740,0.5304994467176056
750,0.5979374589231711
760,0.5542386127634468
770,0.5293491831352165
780,0.5487867539328941
790,0.5724931988604235
800,0.5805603474129761
810,0.589109461082322
820,0.5687192237524797
830,0.547280543090635
840,0.5373485354550231
850,0.5454213751957693
860,0.5535613943235701
870,0.5607203817811985
880,0.5410911682178136
890,0.6013131671916726
900,0.5518200669590552
910,0.5566719551415128
920,0.5562851286192304
930,0.5592312271990391
940,0.603418732167985
950,0.5468177482413836
960,0.6102420555097068
970,0.5715067436124097
980,0.5389110941052695
990,0.5519266129143587
1000,0.5139638046965584
1010,0.6071274611351953
1020,0.5441474832101136
1030,0.6029637198960883
1040,0.5508689097740256
1050,0.5649116518260497
1060,0.5633724122239665
1070,0.5469735725639786
1080,0.5531336600661757
1090,0.581832661727978
1100,0.5961808516149555
1110,0.5585681683624548
1120,0.5297843998088917
1130,0.5738193352987153
1140,0.5498355879066639
1150,0.5308957287182998
1160,0.5474196585906324
1170,0.6174191677417855
1180,0.5934649958174896
1190,0.5413263309068409
1200,0.5812203661893903
1210,0.5842143855017229
1220,0.5827091194091982
1230,0.5374130687551462
1240,0.5713072793267837
1250,0.5455667304275335
1260,0.574376763819396
1270,0.5926693046257678
1280,0.5259959983000696
1290,0.5931504717833204
1300,0.5279649585688474
1310,0.571578222302025
1320,0.5188839237161335
1330,0.5774681758985074
1340,0.5923585535704603
1350,0.5770930511308953
1360,0.5735503680940401
1370,0.5669649822053128
1380,0.5686533547419879
1390,0.5508581098825752
1400,0.5481745300418266
1410,0.5703716980709623
1420,0.5757880403956669
1430,0.5639548865930823
1440,0.5755851296354357
1450,0.5693520316535505
1460,0.5382821162514537
1470,0.5270047038956455
1480,0.5199529613301037
1490,0.586001040418758
1500,0.5903253572237174
1510,0.5578998639026229
1520,0.5671451113152436
1530,0.5859627557229026
1540,0.5609788920227692
1550,0.5413466636962234
1560,0.5504108864349531
1570,0.594101787856637
1580,0.5511839803816825
1590,0.5745360874181789
1600,0.5395131944977567
1610,0.5486065760757597
1620,0.5567069919741986
1630,0.5589601238057738
1640,0.5450918126463111
1650,0.5791908200668769
1660,0.5165032689724567
1670,0.5639052560144728
1680,0.5489351589186767
1690,0.5505709622329762
1700,0.5593048874501473
1710,0.5555885220988246
1720,0.5666611467626335
1730,0.5375836713072061
1740,0.6055824365491773
1750,0.5921307024660408
1760,0.5648743629080166
1770,0.5540950714344485
1780,0.5387986738969429
1790,0.5907489782435429
1800,0.557962553072288
1810,0.5733698736535459
1820,0.5259773203993307
1830,0.6024602730864144
1840,0.6097633644947296
1850,0.5510921200961839
1860,0.5345029219031969
1870,0.5394300603021466
1880,0.5427396522524888
1890,0.5666303796775178
1900,0.5627606778263529
1910,0.541564715515354
1920,0.5661940324481727
1930,0.5681158823746016
1940,0.5446162828183913
1950,0.5735269646293991
1960,0.5571649293468424
1970,0.565721343354544
1980,0.5470173965837424
1990,0.5537491126176782
2000,0.5579339014146193
2010,0.5861451077410074
2020,0.5799621529484408
2030,0.588204228643095
2040,0.5538888521307603
2050,0.5575706807394327
2060,0.5801594559135504
2070,0.5836367105253125
2080,0.5476290246121611
2090,0.5359958446551663
2100,0.5756135958592477
2110,0.6071532508036891
2120,0.5746223117953031
2130,0.5901024998903465
2140,0.559439998662539
2150,0.5528586212085342
2160,0.5628682480309966
2170,0.5511367988848189
2180,0.579901219308146
2190,0.5539515832524783
2200,0.5452654196317474
2210,0.5774829848415359
2220,0.5494018402319281
2230,0.532961458856475
2240,0.5708199881236988
2250,0.5318813756490866
2260,0.5827142876169311
2270,0.587851387670984
2280,0.5831711461169414
2290,0.5652146435500833
2300,0.5756039875558616
2310,0.5929833856805116
2320,0.5851172947090557
2330,0.5377837857427231
2340,0.588692711537133
2350,0.5642503835788025
2360,0.5334879257188135
2370,0.620032052076122
2380,0.5315079809594773
2390,0.5817445338236676
2400,0.5731929279082628
2410,0.5613834645016326
2420,0.5705393830902493
2430,0.5830516207044392
2440,0.5558850833590883
2450,0.586388243154661
2460,0.5613390538199912
2470,0.5761216018590222
2480,0.5708090458128398
2490,0.5257429497642707
2500,0.567486257234394
2510,0.5687907454365557
2520,0.5682874958931093
2530,0.5401205919083737
2540,0.5696175683339879
2550,0.5623771176777189
2560,0.5443150221940077
2570,0.5502016136301969
2580,0.5714830068196232
2590,0.576805518659634
2600,0.591362707348064
2610,0.5509661649730788
2620,0.5751293100192526
2630,0.5948072382394181
2640,0.5522154418245842
2650,0.5933851570889355
2660,0.5372716068316905
2670,0.5784606575368014
2680,0.616728505178902
2690,0.5326849935394808
2700,0.5547125528771379
2710,0.5733596933562017
2720,0.5665930043815216
2730,0.5605158006954515
2740,0.5351216164883047
2750,0.5768241366253064
2760,0.5850887833240176
2770,0.5819451417677892
2780,0.5675521742517168
2790,0.55367806483009
2800,0.5583899520473957
2810,0.5583169971402059
2820,0.5913799928571111
2830,0.5643415688875221
2840,0.5723362872262373
2850,0.5702780364034751
2860,0.5334570900987787
2870,0.5863794999128554
2880,0.5864786293989417
2890,0.5897998222057982
2900,0.5500005529123511
2910,0.5276966941803927
2920,0.5798727766494033
2930,0.57247898751261
2940,0.5553819119348826
2950,0.5472155013372497
2960,0.5750304845000017
2970,0.6011606320406736
2980,0.58595760280143
2990,0.5697231779048009
3000,0.5309909854357472
3010,0.5925254734101488
3020,0.5742461322053605
3030,0.5406505534810208
3040,0.5803420444111269
3050,0.53447740896019
3060,0.5804387219867169
3070,0.5107829302758432
3080,0.5835998989766129
3090,0.5621059165733897
3100,0.5840461793997088
3110,0.5650584158854615
3120,0.5632312649984135
3130,0.5851064925070749
3140,0.5897154241808341
3150,0.5771350025157533
3160,0.5657457222872643
3170,0.5774941934204801
3180,0.5640677485615847
3190,0.5415856869328465
3200,0.5804544736244168
3210,0.5382020080923609
3220,0.5584222089156295
3230,0.5317896166220614
3240,0.5303015084207209
3250,0.5718629571004559
3260,0.6209830455161571
3270,0.5599661327306441
3280,0.5436931833252237
3290,0.6182240323141972
3300,0.5879664930277382
3310,0.5601970793335058
3320,0.5564593926295714
3330,0.5661855950445832
3340,0.5700404376161242
3350,0.5662455351803664
3360,0.5626517655448782
3370,0.5409394985758372
3380,0.542613793022075
3390,0.5351703676671326
3400,0.5645917419160604
3410,0.5963092348679079
3420,0.54441722391673
3430,0.5540865583811936
3440,0.5542445164986315
3450,0.5251196653396998
3460,0.5241654975671677
3470,0.5585294115164992
3480,0.5461425159771858
3490,0.5513771537383533
3500,0.5753282331298882
3510,0.583250989865555
3520,0.5575711401005177
3530,0.5762452109529181
3540,0.5626945483310337
3550,0.5522393682605727
3560,0.5782188492791407
3570,0.5574859232304717
3580,0.5752169261969426
3590,0.5551612851878419
3600,0.5501555496868729
3610,0.5418536126099527
3620,0.5322236031277325
3630,0.5671271483317566
3640,0.5680119128928331
3650,0.517412633488042
3660,0.5753841914523329
3670,0.5737541483648044
3680,0.5516007456860402
3690,0.5624364375862826
3700,0.5142008181652828
3710,0.5902578642980536
3720,0.5541412159990585
3730,0.5606246917248311
3740,0.56409093520347
3750,0.5250786418647068
3760,0.5585311053594837
3770,0.5190373082002935
3780,0.5387118488966814
3790,0.538362890718226
3800,0.5736125269112073
3810,0.569409639142638
3820,0.5775168623089373
3830,0.5181537239628349
3840,0.5833369513075441
3850,0.5554355827431807
3860,0.5932688416343612
3870,0.5808007660544441
3880,0.536953133186162
3890,0.575750982221302
3900,0.5584946240482795
3910,0.5889790228666151
3920,0.5778707514924245
3930,0.5668538714150511
3940,0.571951532931832
3950,0.5720413255642492
3960,0.5463413309826031
3970,0.5244214264780136
3980,0.5858496877414647
3990,0.5714781346312074
4000,0.5505476261550417
4010,0.56162266971684
4020,0.5652264675488926
4030,0.5534678894647248
4040,0.5563899803595036
4050,0.5805756113828273
4060,0.555333037456865
4070,0.5410533533561954
4080,0.5547322766015286
4090,0.5614943196465669
4100,0.5736247643379397
4110,0.5808552679098117
4120,0.6012052130511975
4130,0.5494656188079939
4140,0.5628302963337176
4150,0.557738502619797
4160,0.5621209167418729
4170,0.6103868907933722
4180,0.5498518596047122
4190,0.5687657556383103
4200,0.5571685922806453
4210,0.564594375412207
4220,0.5556023218419814
4230,0.5935317925812974
4240,0.5775231254155876
4250,0.5459222387348426
4260,0.5690343313386446
4270,0.5449656715741906
4280,0.5305702046117835
4290,0.6063369990763555
4300,0.5910184151966159
4310,0.5565809608248242
4320,0.5645995070515764
4330,0.5737554729533845
4340,0.5208245021514892
4350,0.5394119263238761
4360,0.5549679785555393
4370,0.5065379446743761
4380,0.5435970451936591
4390,0.5867178817864183
4400,0.535211395224564
4410,0.5584786421702099
4420,0.5276062669115177
4430,0.5622525629376801
4440,0.5528680480547806
4450,0.5601037617701333
4460,0.5566954860729147
4470,0.5459566663084451
4480,0.5315916380983514
4490,0.5911225094428998
4500,0.546987539879003
4510,0.5465596101076602
4520,0.5608431749196016
4530,0.5438222926195431
