episode,scal_rew
10,0.5374191630716021
20,0.5835551474890206
30,0.5853382353711228
40,0.6266739875451541
50,0.5440002550280995
60,0.53196815201752
70,0.6185240304686446
80,0.554142000332534
90,0.6109067149322593
100,0.5759493420286207
110,0.5768747908129603
120,0.5898402082505013
130,0.5578265445098844
140,0.5990431713746572
150,0.597603237153052
160,0.6233606577488955
170,0.6204048592269598
180,0.5973602640583973
190,0.6532816214026032
200,0.5903880254776581
210,0.5740888065563429
220,0.5655657162014736
230,0.5770290295740992
240,0.6100299324544471
250,0.5754253744271389
260,0.5921681367856202
270,0.5887306125486498
280,0.5967884742898217
290,0.6020087622874568
300,0.5763464696548037
310,0.6229623843789824
320,0.6036053048086159
330,0.5747271269666568
340,0.5703336239832378
350,0.5972395366330198
360,0.5339913663848451
370,0.5695018950373181
380,0.5474317871745388
390,0.5693792652688192
400,0.5600731588870601
410,0.5269285433210594
420,0.5398031942845138
430,0.5190734337473051
440,0.5345510430158531
450,0.5864320126522898
460,0.5664137687328968
470,0.5662902721342296
480,0.5620953746085176
490,0.5459415070620899
500,0.5767479405349014
510,0.5404884071390029
520,0.530692483113201
530,0.5502671516364547
540,0.5766005867331746
550,0.5815868694783923
560,0.5315349763402285
570,0.5642802942217239
580,0.5633325985482995
590,0.5808865374622225
600,0.5753220332556715
610,0.59551034365134
620,0.5767549616877925
630,0.6136694759348431
640,0.5259242004593904
650,0.5704802684763537
660,0.578394664322256
670,0.5585229975466798
680,0.540299523336595
690,0.5758794672092932
700,0.58793950189496
710,0.5926482806158513
720,0.5642035663495633
730,0.5574718978965014
740,0.5456296687911475
750,0.5961741749791866
760,0.5363742774496829
770,0.5078995181977136
780,0.5528709643258158
790,0.5432812673288313
800,0.582474174714429
810,0.6070844954962983
820,0.5536409827324495
830,0.5463567988268612
840,0.5202207109788175
850,0.5763075576876171
860,0.5466990063049739
870,0.5248526832517678
880,0.5432963460179444
890,0.5701620010501619
900,0.5854233480218691
910,0.5469563541269566
920,0.5742260947923834
930,0.5638330359639518
940,0.5909893584071332
950,0.586628015794444
960,0.5756559571843952
970,0.570917336390144
980,0.5571564825132632
990,0.5569035102884429
1000,0.5069123897017083
1010,0.5929028571892746
1020,0.5536780246048545
1030,0.6044133295134567
1040,0.5426967520908048
1050,0.5511267817461702
1060,0.5720088853568048
1070,0.5478909442344546
1080,0.5648791698026303
1090,0.5958592975489332
1100,0.56054254175514
1110,0.5636903505591567
1120,0.5406440739747722
1130,0.5894580633224619
1140,0.544832141046525
1150,0.5390791627796163
1160,0.5677997259707941
1170,0.5825342748769989
1180,0.5645560391478279
1190,0.5422805522621574
1200,0.5777537734752607
1210,0.57506960353405
1220,0.5568843029968973
1230,0.5733012177016239
1240,0.552185443918064
1250,0.5816897475046682
1260,0.5698710606469323
1270,0.6085278142134931
1280,0.5661331641892302
1290,0.597144430985713
1300,0.5195481951779547
1310,0.5698617991807471
1320,0.5561622349327671
1330,0.6050341832114896
1340,0.5785472433360119
1350,0.5725042325093903
1360,0.6152034143679357
1370,0.5722847047656395
1380,0.5691265241869272
1390,0.5797582995190425
1400,0.540400569212706
1410,0.5742153524754723
1420,0.5851171306786939
1430,0.5648502192102011
1440,0.572309297761535
1450,0.578114106932656
1460,0.5415319412861488
1470,0.5378939052337549
1480,0.5211580287276303
1490,0.569317820780973
1500,0.5921843977211404
1510,0.5861080389555413
1520,0.5593823250115948
1530,0.5923042263928108
1540,0.5471095274263362
1550,0.558073908111742
1560,0.5451729425121362
1570,0.5722345149244359
1580,0.5570645765063971
1590,0.5733737457943261
1600,0.5563407636033565
1610,0.5659055803652595
1620,0.550613022715881
1630,0.5640890816043425
1640,0.5362797622191253
1650,0.5604816636211892
1660,0.5314987465653342
1670,0.5804603883815871
1680,0.5320420906762381
1690,0.5630661688807295
1700,0.581351541157081
1710,0.56943626836258
1720,0.5509756065722676
1730,0.5514841271936187
1740,0.5961065470575785
1750,0.5959508523762841
1760,0.5915937401904724
1770,0.5361931605812679
1780,0.5605506440063561
1790,0.5422224148109995
1800,0.5869625900863664
1810,0.5781563349357877
1820,0.5197486672594223
1830,0.5820381879195269
1840,0.5700555790450021
1850,0.5637333181017968
1860,0.5497768559782318
1870,0.5467985208316168
1880,0.5721340779438454
1890,0.5425207450938867
1900,0.5706627424221136
1910,0.5500670090764426
1920,0.5403565687277838
1930,0.564710155975289
1940,0.5541905874915172
1950,0.5926468104694084
1960,0.5259655161990817
1970,0.560065089380787
1980,0.5296144970388607
1990,0.5774058633978558
2000,0.52013023923103
2010,0.5819784063320641
2020,0.5643387633841577
2030,0.5557817249307406
2040,0.550881804516486
2050,0.5569271972761649
2060,0.5861331276359882
2070,0.5949834087190122
2080,0.5663100903267441
2090,0.5681160690312332
2100,0.5800369133244606
2110,0.565175353331193
2120,0.568624534284284
2130,0.5545243880229871
2140,0.5537951969547584
2150,0.5753276557762422
2160,0.5732433867299849
2170,0.5353151633911553
2180,0.599360811478026
2190,0.5790797788693098
2200,0.5263729257437658
2210,0.5694812383044627
2220,0.5612274064855904
2230,0.5354655056489196
2240,0.5631738761624414
2250,0.520914575052329
2260,0.5709646486525173
2270,0.5738899803212792
2280,0.5826517867184312
2290,0.5342164672121998
2300,0.5433902946293163
2310,0.574696877603871
2320,0.5882356305745136
2330,0.5499427088981941
2340,0.5858657689105022
2350,0.5478241532772945
2360,0.5636304881793393
2370,0.5619381995848055
2380,0.5155364921410047
2390,0.5702055379143253
2400,0.5643086111127986
2410,0.5502755545591648
2420,0.5751958234590286
2430,0.5837971354484888
2440,0.563187921861598
2450,0.5808470516670987
2460,0.5509017889135777
2470,0.5342459160094571
2480,0.567079559149336
2490,0.5287936577235923
2500,0.5627949870685722
2510,0.5185432598753741
2520,0.5786530138488442
2530,0.5226811132336817
2540,0.5739110302684793
2550,0.5288999913433774
2560,0.5439261952764031
2570,0.556507404791041
2580,0.6087703341314108
2590,0.5923844027877774
2600,0.5793002151631537
2610,0.5609730364062666
2620,0.5830522062848441
2630,0.5628020159647888
2640,0.535757642593764
2650,0.5747005901920537
2660,0.5538700158634078
2670,0.5850645810535334
2680,0.5937893486999146
2690,0.5414856727342139
2700,0.5476071293745646
2710,0.5727884565898275
2720,0.5855518492072503
2730,0.5405890698184175
2740,0.5517657787309662
2750,0.5965447355608219
2760,0.6128208999443017
2770,0.5994526576938807
2780,0.5876835057683405
2790,0.5516751089472531
2800,0.5625748848039542
2810,0.5561875185312475
2820,0.5697238283816037
2830,0.5768589817485508
2840,0.5638273844280223
2850,0.5794472802026123
2860,0.5292147832256451
2870,0.5993852715338697
2880,0.5622402088911642
2890,0.5918204349119567
2900,0.5344230282249353
2910,0.537100638024776
2920,0.599576957151837
2930,0.5701890772981735
2940,0.5643716589742185
2950,0.563254660642503
2960,0.5743410812838625
2970,0.5831850106608835
2980,0.6052438537011322
2990,0.5634930056950337
3000,0.5230920472626084
3010,0.572467822132461
3020,0.567511770233058
3030,0.5371367073110421
3040,0.6092212613334131
3050,0.5678111586067957
3060,0.5772455889633366
3070,0.5043439839370072
3080,0.5946448099350159
3090,0.5528773624693942
3100,0.6020171378501897
3110,0.5628252967321605
3120,0.5665333687900537
3130,0.5799402221821401
3140,0.5752677157219557
3150,0.5797648722213229
3160,0.5356251292315108
3170,0.6032370122388087
3180,0.5670525123088452
3190,0.533709959183549
3200,0.5653933101922743
3210,0.541049509906742
3220,0.5711804890065211
3230,0.5506384827534514
3240,0.5462692135274804
3250,0.5571889304446038
3260,0.6091400809277975
3270,0.5480414981764674
3280,0.5570094705485923
3290,0.5933987369943562
3300,0.5570859516707032
3310,0.5712501004042936
3320,0.5797529666113378
3330,0.5485809268566056
3340,0.5957528783963697
3350,0.5362058571397494
3360,0.5518547686792876
3370,0.548159777297247
3380,0.5369438608545328
3390,0.5868867536939304
3400,0.5894665890984359
3410,0.5744737583821939
3420,0.5641390051066268
3430,0.5399683906164447
3440,0.5568606678750319
3450,0.5398362169428067
3460,0.562250124940065
3470,0.5734699442911939
3480,0.5781852773826626
3490,0.5444151524669804
3500,0.5737311556192465
3510,0.5914085862836058
3520,0.5617722594142112
3530,0.580851683717563
3540,0.5518877254381387
3550,0.5382688043233179
3560,0.6056917393789983
3570,0.5573961999323844
3580,0.570466787192682
3590,0.5235513123094053
3600,0.5738317728607683
3610,0.5449974716918659
3620,0.5397749926268014
3630,0.5692487345029925
3640,0.5725782378015467
3650,0.5405088834221969
3660,0.575879408890762
3670,0.5686693000767755
3680,0.5640409413420946
3690,0.5891717997062194
3700,0.5333762474449363
3710,0.5661028946402711
3720,0.5308461010869474
3730,0.556884092509747
3740,0.5882156655747324
3750,0.5598984805947809
3760,0.5584724369632817
3770,0.5057860040213662
3780,0.5590263846924758
3790,0.5651379058871707
3800,0.5697055208644646
3810,0.5582637825687207
3820,0.5795925078346814
3830,0.5239872397403622
3840,0.5740234751800107
3850,0.5431777641749937
3860,0.5726926080176459
3870,0.5765902783006277
3880,0.5570711645313623
3890,0.5719315646895591
3900,0.5594045930904348
3910,0.5772519871391091
3920,0.5798983124375334
3930,0.5659463193160569
3940,0.570310983325043
3950,0.5650144485489752
3960,0.5435019907571572
3970,0.5502137542854777
3980,0.576213117418706
3990,0.5797616817998652
4000,0.5524568431702609
4010,0.5686350583408818
4020,0.5427630199645929
4030,0.5652504970476858
4040,0.5438343841957453
4050,0.5821601826614262
4060,0.5319483366307305
4070,0.5238483694557152
4080,0.5469160032153447
4090,0.561772240507111
4100,0.5629283747875581
4110,0.5547464728173045
4120,0.574637953347471
4130,0.5047681375399423
4140,0.5726114196364722
4150,0.5445472848932533
4160,0.6021674659089717
4170,0.5687280617190227
4180,0.5518215436920878
4190,0.5660239419332562
4200,0.5467302928899105
4210,0.5258957505373909
4220,0.5700474369095203
4230,0.579926041824429
4240,0.596666998443872
4250,0.5554103539805941
4260,0.5591638030280114
4270,0.5566515223758062
4280,0.5349288487138144
4290,0.5820139322194051
4300,0.5763985467668878
4310,0.5510382582173173
4320,0.5274263289124297
4330,0.5761019869002826
4340,0.5330529320318237
4350,0.5524368775685939
4360,0.5593452504435428
4370,0.5339314685114198
4380,0.5403217114321712
4390,0.5758201989093135
4400,0.537614808391823
4410,0.5694117934154574
4420,0.5551701602885928
4430,0.5879829248526793
4440,0.5658328040277134
4450,0.571040191073183
4460,0.5325954439636076
4470,0.5413982025395777
4480,0.5306969042318814
4490,0.5633635203267287
4500,0.5336615360131413
4510,0.5336605340390108
4520,0.5489120317271267
4530,0.5553321478406789
4540,0.5389070594562925
4550,0.5569935452778767
4560,0.5643420124421171
4570,0.5805588415622507
4580,0.5460391178461088
4590,0.5671558895324884
4600,0.5589782716316503
4610,0.5425511741986961
4620,0.555002323306492
4630,0.5615793217555816
4640,0.5758802952167571
4650,0.5504394546413863
4660,0.5420344998643795
4670,0.5836565751423073
4680,0.5427341357858154
4690,0.5815947284471267
4700,0.5828162541326496
4710,0.5928129446656414
4720,0.544142268987055
4730,0.5246191425785377
4740,0.5824480754272049
4750,0.5719206698520015
4760,0.5356522181905141
4770,0.5651182020986528
4780,0.5561941061910487
4790,0.5486267493560774
4800,0.5473907191781484
4810,0.5582404086987879
4820,0.611710481523694
4830,0.5499393406972206
4840,0.5892088900700011
4850,0.591169915901778
4860,0.5744857855757038
4870,0.5886109937049279
4880,0.5509769207322702
4890,0.5942763199963604
4900,0.5788937720416192
4910,0.5669331570247164
4920,0.5537358043233008
4930,0.5313311038576768
4940,0.5955008598614452
4950,0.5392317408100478
4960,0.5607010446769384
4970,0.5802568218941248
4980,0.5394956524954031
4990,0.5321822698807288
5000,0.5992888561037883
5010,0.5642808861359709
5020,0.5591359962651621
5030,0.5850168430731105
5040,0.5312681381517359
5050,0.5662560011865404
5060,0.5723714892979663
5070,0.5778878282140544
5080,0.5858158363082879
5090,0.5698015461156714
5100,0.5375015084969147
5110,0.560342694927324
5120,0.5486930541885375
5130,0.5721788819086634
5140,0.6419770171298855
5150,0.5769951709133245
5160,0.5793910266186039
